GROUND TRUTH
爸留下的笔记本 · 第 3 页（虚构样本）

1987 年 8 月 3 日
今天买了两袋水泥，花了 l03.50 元
张伟借去 8,300 元，说年底还
李鸣家在西安路 8 号 3 单元
电话：l38OOl3lO08

记着：0 是零，不是字母 O

## v1 clean — fixture_c_v1_clean.png
0.8749100069204966	爸留下的笔记本·第3页（虚构样本)
0.8308100819587707	1987年8月3日
0.835940440495809	今天买了两袋水泥
0.7211517145236334	花了　103 50　元
0.8728622416655223	张伟借去8300元　说年底还
0.8206069151560466	李鸣家在西安路 8号 3单元
0.9242764552434285	电话：13800131008
0.7501593274729592	记着：0是零
0.7944100896517435	不是字母0

## v2 photo — fixture_c_v2_photo.jpg
0.8137954975429335	爸留下的笔记本·：第3页（虚构样本）
0.8365261435508728	1987年8月3日
0.8242005109786987	今天买了两袋水泥
0.7916442818111844	花了10350元
0.8375686066491264	张伟借去8300元说年底还
0.845563911474668	李鸣家在西安路8号3单元
0.8661295652389527	电话：13800131008
0.6515051424503326	记着：0是零
0.7927229205767313	不是字母0
